テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,社会的交換理論
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,講義の内容を毎回理解しとけばなんとかなる。
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,教科書を忘れないようにすること
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,Webページを頑張って作る
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題は絶対提出しましょう。
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,課題をだす
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,教科書大事
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,　毎回授業の終わりごろにwebの作成の課題がだされるので、取り組むようにする。
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,教科書のプログラムを書くだけの少し退屈な講義ではあるけど、Webサイト制作の初歩的な知識を身に付けられる大事な講義なので積極的に受講しましょう。
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,レポートに制作したコードなどを載せて提出するので、うまくいかないことやわからないことがあったらすぐにTAの先輩や先生に聞いたほうが良い。
18人　　履修者：　50人　　回答率：　36.00%　　回答率ランキング（ 226位　/　260授業中）,"①充分意義があった ( 12人 66.6% )　　
                                   ②ある程度意義があった ( 6人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1612206　Webデザイン,平均評価ポイント　　3.63,2024/12/20（金）　～　2025/01/16（木）,"

            
            
                 アンケートへの回答・コメント有難うございます．この講義では，毎回の講義において演習を中心としてインターネットで最も重要なWeb技術であるHTMLとCSSのコーディングに取り組んで頂きました．Webサイト制作のデザイン知識およびWebページのコーディング能力は，情報（通信）分野でこれから活躍していこうとする者にとって最低限の修める知識であると考えます．本講義で学んだ知識は今後どの分野においても活用できると思いますし，興味をもった学生はさらに自ら進んで高度なWeb技術の修得に努めてください．
            
            "
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,ネットワークの様々なことについて知ることができ、とても面白く、ためになった。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,動画の内容を資料に追加してほしいです。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,ホワイトボードアニメーションが分かりやすくて授業中にほとんどの内容を覚えることが出来ました。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,予習をしっかりしておいたので毎回の小テストはスムーズに行えた。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,ほんとうにわかりやすかった。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,動画をあげてあるので、テスト前の勉強がしやすかったです。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,動画が毎回凝っていておもしろかったです。ありがとうございました。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,動画の解説が分かりやすく理解しやすかった。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,知らないことや興味があった事を知れて楽しかったです。テストは少し難しかったです。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,予習をしっかりとする。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,"頑張れ
"
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,しっかり勉強しましょう。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,予習プリントをしっかり行うと講義内容がより理解できる。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,予習課題でだいたい話を理解するとすんなりはいってきます
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,授業中の課題をしっかり解いた方がいいと思います。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,毎回テストがあります。頑張ってください。
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,"しっかり予習をしてください
"
19人　　履修者：　50人　　回答率：　38.00%　　回答率ランキング（ 217位　/　260授業中）,"①充分意義があった ( 12人 63.1% )　　
                                   ②ある程度意義があった ( 7人 36.8% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1621103　情報ネットワークIII,平均評価ポイント　　3.66,2024/07/03（水）　～　2024/07/19（金）,しっかりと予習復習をした方が良いです。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,ホワイトボードアニメーションがわかりやすかった
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,特にないです
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,ホワイトボードアニメーション最高でした！！正直一年生のころは苦手意識していましたが、好きになりました。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,動画が分かりやすく、再テストが受けれるので良かったです。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,ご指導いただきありがとうございます。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,ホワイトボードアニメーションが分かりやすかったです。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,ホワイトボードアニメーションを作成して下さってて、とても分かりやすく説明してくれた。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,情報ネットワークにおいての知識が2年次から比べると身についたと感じた。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,予習・復習をしっかりしましょう。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,毎週予習をして、テストで満点を取ること。しっかり予習すれば満点取れるので頑張ろう。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,特にないです
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,予習課題しっかりして、不正がないように
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,予習課題しっかり取り組んでください。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,勉強を頑張りましょう。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,毎時間の小テストは、予習課題から出るので、必ず勉強しておくこと。中間テストや期末テストは、応用課題や授業動画で勉強しておくこと。
12人　　履修者：　31人　　回答率：　38.71%　　回答率ランキング（ 436位　/　488授業中）,"①充分意義があった ( 8人 66.6% )　　
                                   ②ある程度意義があった ( 4人 33.3% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1622104　情報ネットワークIII,平均評価ポイント　　3.58,2024/07/03（水）　～　2024/07/19（金）,予習にしっかり取り組んでください。
17人　　履修者：　57人　　回答率：　29.82%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 10人 58.8% )　　
                                   ②ある程度意義があった ( 7人 41.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623208　ネットワークシステム・演習II,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木）,分かりやすい授業のおかげでLinuxの操作をより深く学ぶことができた。
17人　　履修者：　57人　　回答率：　29.82%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 10人 58.8% )　　
                                   ②ある程度意義があった ( 7人 41.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623208　ネットワークシステム・演習II,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木）,進行速度がちょうどよかった
17人　　履修者：　57人　　回答率：　29.82%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 10人 58.8% )　　
                                   ②ある程度意義があった ( 7人 41.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623208　ネットワークシステム・演習II,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木）,ありがとうございました。
17人　　履修者：　57人　　回答率：　29.82%　　回答率ランキング（ ---位　/　---授業中）,"①充分意義があった ( 10人 58.8% )　　
                                   ②ある程度意義があった ( 7人 41.1% )　　
                                   ③あまり意義がなかった ( 0人 0% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1623208　ネットワークシステム・演習II,平均評価ポイント　　3.41,2024/12/20（金）　～　2025/01/16（木）,後期期間ありがとうございました。
