テキスト,テキスト1,講義名,平均評価ポイント,テキスト2,自由記述
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,今までは材料の特徴など少し浅かったけど、この講義では今まで扱った材料の深い性質まだ知ることができよかった。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,この講義では、機械を扱う中での材料に対する知識をよく学んだ。どんな性質があり、どんな理由があってその材料を使用するのかなどこれからの自分たちの学科には必要不可欠になってくるものだからしっかり覚えたい。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,毎回の小テストで大事なところだけだすのはとても理解しやすかった。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,要点をまとめて教えて下さったので効率よく学習することができました。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,この講義で習ったことは材料力学や知能機械実験などの他の講義で登場することもあり、学習した実感がより得ることができ関心が高い講義だった。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,"この授業では毎回授業の最初に小テストがあるので、復習が意識的にしやすく、また小テストでわからないところがわかるので授業に対する理解がしやすい。
"
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,金属の特徴について知れて良かったです。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,材料にどのような性質があり、どのような現象が起こり変化したのかなどがわかったので良かった。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,プロジェクターと黒板を使い分けられていたので分かりやすかったです
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストはしっかり取り組むこと。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,特になし
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,暗記
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,全ての講義に必ず出席すること
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストを勉強していれば取れる
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストを頑張る
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,自ら積極的に取り組むこと。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,復習と小テストを頑張ること
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,特にありません
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,暗記を頑張って
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,復習のプリントと小テストを頑張ってください
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,予習、復習
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,覚えることが多いため復習プリントや小テストを利用して覚えていくと良い
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,材料の特徴を理解しろ！
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,先生の話の中に重要と思うことが多かったです。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,毎週の小テストは、復習にもなって結構役立つので、真剣に取り組みましょう。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,練習プリントで復習することが大切
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストから頑張りましょう
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,授業をしっかり聞いて板書を取り小テストに挑むこと
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストを頑張る
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストをしっかりすることで授業の振り返りができ覚えることができるので、小テストはしっかり取り組む。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,材力の勉強は自分たちの知能機械工学科では役に立ってくるものだからしっかり覚えておいた方がいい。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,プリントを早めに印刷しておいて授業前に学習するのがいい。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,授業資料の持ち込みと書き込みを忘れなければ問題ない
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,眠らないようにしましょう。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,毎回小テストがあるので、忘れないようにしてください。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,覚えることが多いけど、頑張って下さい。
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,小テストの勉強をしっかりすること
,,1321106　機械材料,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金）,"

            
            
                 材料の知識は機械部品の設計や加工に必要となります．覚えることが多い科目ですが，将来，ものづくりに関わる分野に就職したらきっと役に立つと思います．そのときに思い出してみて下さい．
            
            "
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,講義をしてくださりありがとうございました
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,とくになし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,特にないです
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,とても面白い講義だった
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,要点が簡潔にまとめられていてとてもわかりやすかったです！
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,とくになし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,覚える内容が多くて大変でした。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストを毎回行うことで、内容が入りやすかった。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,材料の元となる金属の性質を理解することができた。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,鉄や鋼の種類やその性質についてしることができた。そして鋼でも色々な種類がありどのようにして作られているのかや、どういう現象が起こってできたものなのかについて知ることが出来たのでよかったと思う。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,わかりやすかったです。小テスト、授業資料等含め知識定着、理解ができました。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,物質の特性について、基礎的なことは理解できた。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,機械の材料や加工の話をわかりやすく説明してもらえたので良かったです。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,特になし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,今までの復習用プリントの解答や解法などが欲しい
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,これから機械を扱っていく中で将来必要になる機械の材料に関する知識を学ぶことができた。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,素材、材料には興味が元からあったのでとても楽しい授業でした。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業を通して金属材料の性質や工業製品への利用について理解することができた。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,要点は強調されていたので、覚えやすかった
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,毎回小テストがあるおかげで毎週勉強に取り組むことが出来ているので、小テストがあるのは良かった
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,材料一つ一つの特徴について考えることができた
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,説明が的確で分かりやすい。重要な箇所を繰り返し教えてくれるので聞いてるだけで知識を付けることができたし、色々な授業の内容に関連付けたことも、教えてくれて聞いていて飽きなかった。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストを頑張りましょう。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,特になし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,大事な情報をしっかりたとめよう
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストの積み重ねが良い点に繋がります。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,とくになし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,毎回の小テストに気をつける
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストの勉強を毎回する。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,復習を行う
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストの内容をしっかりと理解する
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業内容をよく聞こう！より理解度が高まります。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,メモをしっかりとること。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業を聞いて、毎回ある小テストをしっかりすれば問題ないと思う。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テスト頑張ってください。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,特になし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,各講義ごとの小テストの勉強を怠らないように遵守する
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,特になし
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業をしっかり聞いていれば大丈夫です。高校で化学を専攻してた方は有利かもしれません。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストや理解度確認テストの問題は復習プリントの中から出題されるので、プリントをしっかり解いておくと良い。
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業の最初に小テストがあるので、復習を頑張ること
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,機械材料は計算が少なく、暗記系が多いのでテストには出やすい。計算を扱った講義後では必ず復習をする
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,小テストは本気で取り組むべき
54人　　履修者：　65人　　回答率：　83.08%　　回答率ランキング（ 114位　/　488授業中）,"①充分意義があった ( 22人 40.7% )　　
                                   ②ある程度意義があった ( 31人 57.4% )　　
                                   ③あまり意義がなかった ( 1人 1.8% )　　
                                   ④全く意義がなかった ( 0人 0% )
      ",1322105　機械材料,平均評価ポイント　　3.46,2024/07/03（水）　～　2024/07/19（金）,授業をしっかり聞き、小テストの勉強をしておけば、気づいたら機械材料についての知識が身についていたので、先生の授業をしっかり聞いて、興味を持ったことはメモしたりして、楽しんで講義を受けて下さい。
